group	symbol	weight	count	desc
composite	ET_265_MISSING_MID	10	1	ET_003_C3 & ET_010_X_AUTH & RCPT_COUNT_ONE & (MISSING_MID | (R_SUSPICIOUS_IMAGES & URI_COUNT_ODD))& (ET_1030_MSG_DATE_FORMAT | ET_1010_NO_X_MAILER | ET_1130_SMTP_PROXY | ET_1140_SMTP_RELAY | ET_1160_SMTP_HAS_UNKNOWN | ET_1020_OUTLOOK_PROXY | ET_1170_SMTP_NO_RETURN) & !ET_304_TRUST_DOMAIN
composite	ET_268_XM_MID_ERROR	3	1	(ET_1030_MSG_DATE_FORMAT | ET_1010_NO_X_MAILER) & RCPT_COUNT_ONE & ET_010_X_AUTH & !ET_304_TRUST_DOMAIN & (MID_MISSING_BRACKETS | INVALID_MSGID | ET_1180_FORGED_OUTLOOK_MID)
composite	ET_269_MID_ERROR	9	1	((MID_MISSING_BRACKETS & ET_010_X_AUTH) | (MIME_BASE64_TEXT & MID_MISSING_BRACKETS & ET_010_X_AUTH)) & INVALID_MSGID & RCPT_COUNT_ONE
composite	ET_270_C3_MID_ERROR	9	1	ET_003_C3 & (ET_269_MID_ERROR | ET_271_FROM_FREE_BAD)
composite	ET_271_FROM_FREE_BAD	6	1	FROM_EQ_ENVFROM & FREEMAIL_ENVFROM & ET_010_X_AUTH & MID_CONTAINS_FROM
composite	ET_276_DIRECT_HAS_DOMAIN_ERROR	3	1	RCVD_COUNT_ZERO & ((HFILTER_HELO_IP_A & HFILTER_HELO_NORES_A_OR_MX) | HFILTER_HELO_5) & ((ET_010_X_AUTH & !BAYES_HAM) | VIOLATED_DIRECT_SPF)
composite	ET_277_DIRECT_HAS_DOMAIN_ERROR_URL	9	1	ET_276_DIRECT_HAS_DOMAIN_ERROR & (URI_COUNT_ODD | g+:surbl | HAS_ATTACHMENT | ((!(g:cus.info | g:cus.edm)) & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING)))
composite	ET_290_MID_MX_ZERO_TAGGED	3	1	ET_003_C3 & FROM_EQ_ENVFROM & RCPT_COUNT_ONE & (MID_RHS_NOT_FQDN | INVALID_MSGID) & (g+:mx |TAGGED_FROM | RCVD_COUNT_ZERO | ET_1130_SMTP_PROXY | ET_1140_SMTP_RELAY) & ET_010_X_AUTH
composite	ET_295_HOSTNAME_UNKNOWN_MID	3	1	HFILTER_HOSTNAME_UNKNOWN & RDNS_NONE & (((HFILTER_MID_NORES_A_OR_MX | HFILTER_HELO_IP_A | MID_RHS_NOT_FQDN) & !(BAYES_HAM | HAS_LIST_UNSUB)) | (!MX_GOOD & g+:rbl))
composite	ET_296_HOSTNAME_UNKNOWN	6	1	!(g:cus.info | g:cus.edm) & ET_010_X_AUTH & HFILTER_HOSTNAME_UNKNOWN & RDNS_NONE & (ET_100_X_TO | ((TO_EQ_FROM | HFILTER_MID_NORES_A_OR_MX | HFILTER_HELO_IP_A) & !BAYES_HAM) | (!MX_GOOD & g+:rbl))
composite	ET_299_C3_HOSTNAME_UNKNOWN	9	1	ET_003_C3 & ET_010_X_AUTH & HFILTER_HOSTNAME_UNKNOWN & RDNS_NONE & (ET_100_X_TO | ((TO_EQ_FROM | HFILTER_MID_NORES_A_OR_MX | HFILTER_HELO_IP_A) & !BAYES_HAM) | (!MX_GOOD & g+:rbl))
composite	ET_310_MID_FAKE_R	5	1	(ET_010_X_AUTH | ET_020_X_AUTH |(RCVD_VIA_SMTP_AUTH & (HAS_PHPMAILER_SIG | ET_1010_NO_X_MAILER))) & !(g:cus.info | g:cus.edm)  & (FORGED_MUA_THEBAT_MSGID_UNKNOWN | MID_RHS_NOT_FQDN | MISSING_MID | MID_MISSING_BRACKETS | INVALID_MSGID | MID_CONTAINS_FROM) & (g+:replies | R_BAD_CTE_7BIT | R_MISSING_CHARSET | INTRODUCTION)
composite	ET_311_MID_FORGED	5	1	RCPT_COUNT_ONE & (MID_RHS_NOT_FQDN | INVALID_MSGID) & FORGED_RECIPIENTS & (ET_010_X_AUTH | ET_020_X_AUTH)
composite	ET_315_MID_PHP	6	1	FROM_EQ_ENVFROM & (MID_RHS_NOT_FQDN | INVALID_MSGID)  & (HAS_INTERSPIRE_SIG | PHP_SCRIPT_ROOT | HAS_PHPMAILER_SIG)
composite	ET_318_FAKE_EDM	6	1	RCPT_COUNT_ONE & (MIME_BAD_ATTACHMENT | MIME_BAD_EXTENSION | MIME_DOUBLE_BAD_EXTENSION | g+:surbl | FREEMAIL_REPLYTO) & ((ET_1033_X_DOM_INVALID & MIME_HTML_ONLY) | (HFILTER_HOSTNAME_UNKNOWN & RCVD_COUNT_ZERO))
composite	ET_319_FAKE_EDM_NXM	6	1	ET_003_C3 & ET_1010_NO_X_MAILER & RCPT_COUNT_ONE & (MIME_BAD_ATTACHMENT | MIME_BAD_EXTENSION | MIME_DOUBLE_BAD_EXTENSION | g+:surbl) & ((ET_1033_X_DOM_INVALID & MIME_HTML_ONLY) | (HFILTER_HOSTNAME_UNKNOWN & RCVD_COUNT_ZERO))
composite	ET_320_1_HEADER_ERROR	12	1	RCPT_COUNT_ONE & (HEADER_FORGED_MDN | MICROSOFT_SPAM) & FREEMAIL_ENVFROM & ((RCVD_VIA_SMTP_AUTH & TAGGED_FROM) | (ET_1010_NO_X_MAILER & MIME_UNKNOWN & MIME_BAD_ATTACHMENT) | (MIME_HTML_ONLY & ET_104_X_BAYES))
composite	ET_320_HEADER_ERROR	6	1	(ET_003_C3 | ET_1020_OUTLOOK_PROXY) & (HEADER_RCONFIRM_MISMATCH | HEADER_FORGED_MDN | (R_SPF_NA & R_DKIM_NA & DMARC_NA & ARC_ALLOW))
composite	ET_323_DOMAIN_ERROR	6	1	HFILTER_HOSTNAME_UNKNOWN & ((DMARC_POLICY_REJECT & RCVD_COUNT_ZERO) | (RDNS_NONE & RDNS_DNSFAIL & ET_010_X_AUTH))
composite	ET_324_C3_DOMAIN_ERROR	9	1	ET_003_C3 & HFILTER_HOSTNAME_UNKNOWN & ((DMARC_POLICY_REJECT & RCVD_COUNT_ZERO) | (RDNS_NONE & RDNS_DNSFAIL & ET_010_X_AUTH))
composite	ET_325_C3_MX_ODD_FILE	6	1	ET_003_C3 & RCPT_COUNT_ONE & (HAS_ATTACHMENT | ((ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING) & URI_COUNT_ODD)) & RCVD_COUNT_ZERO & MX_INVALID
composite	ET_326_1_C3_NEW_DOMAIN_BAD_C	6	1	ET_003_C3 & RCPT_COUNT_ONE & (SEM_URIBL_FRESH15 | SEM_URIBL_FRESH15_UNKNOWN | SEM_URIBL_UNKNOWN | SEM_URIBL) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | g+:mx | ONCE_RECEIVED | HAS_ATTACHMENT | ET_1100_HTTP_TO_MAIL | SUBJECT_ENDS_EXCLAIM | SUBJECT_ENDS_QUESTION | SUBJECT_HAS_CURRENCY | g+:surbl)
composite	ET_326_2_NEW_DOMAIN_URL_FILE	9	1	RCPT_COUNT_ONE & (SEM_URIBL_FRESH15 | SEM_URIBL_FRESH15_UNKNOWN | SEM_URIBL_UNKNOWN | SEM_URIBL) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & (g+:surbl | HAS_ATTACHMENT | (ST_1110_HTTP_TODO_SOMETHING & RSPAMD_URIBL) | INTRODUCTION | FREEMAIL_REPLYTO)
composite	ET_326_3_BAD_NEW_DOMAIN_MIME	9	1	((ET_003_C3 & ET_020_X_AUTH & !BAYES_HAM)| SEM_URIBL_FRESH15 | SEM_URIBL_FRESH15_UNKNOWN | SEM_URIBL_UNKNOWN | SEM_URIBL) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & (MISSING_MIME_VERSION | MIME_UNKNOWN | MIME_BAD_EXTENSION | MIME_DOUBLE_BAD_EXTENSION | g+:surbl)
composite	ET_326_NEW_DOMAIN_BAD_C	9	1	RCPT_COUNT_ONE & (SEM_URIBL_FRESH15 | SEM_URIBL_FRESH15_UNKNOWN | SEM_URIBL_UNKNOWN | SEM_URIBL) & (ET_1010_NO_X_MAILER |ET_1030_MSG_DATE_FORMAT | URI_COUNT_ODD | HAS_ATTACHMENT | ET_1100_HTTP_TO_MAIL | SUBJECT_ENDS_EXCLAIM | SUBJECT_ENDS_QUESTION | SUBJECT_HAS_CURRENCY | g+:surbl)
composite	ET_327_MANY_INVISIBLE_BASE64	4	1	MANY_INVISIBLE_PARTS & MIME_HTML_ONLY & MIME_BASE64_TEXT & (MID_RHS_NOT_FQDN | INVALID_MID | MISSING_MID | MID_MISSING_BRACKETS) & ET_010_X_AUTH
composite	ET_328_FROM_QQ_BUT_MID	6	1	FROM_EQ_ENVFROM & FREEMAIL_ENVFROM & DMARC_POLICY_ALLOW & (FROM_EXCESS_BASE64 | TO_EXCESS_BASE64) & MV_CASE & CTE_CASE & (ET_1030_MSG_DATE_FORMAT | MID_RHS_NOT_FQDN | MISSING_MID | INVALID_MSGID)
composite	ET_330_MID_FORGED_URI	6	1	FROM_EQ_ENVFROM & RCPT_COUNT_ONE & (MID_RHS_NOT_FQDN | INVALID_MSGID | HFILTER_MID_NOT_FQDN) & FORGED_RECIPIENTS & ((URI_COUNT_ODD & MANY_INVISIBLE_PARTS) | (MIME_BASE64_TEXT & MIME_BAD_ATTACHMENT))
composite	ET_335_MID_DNS_IP_ERROR	3	1	ET_003_C3 & FROM_EQ_ENVFROM & RCPT_COUNT_ONE & (MID_RHS_NOT_FQDN | INVALID_MSGID) & ET_010_X_AUTH & !BAYES_HAM
composite	ET_345_DIRECT_MID_ERROR	14	1	FROM_EQ_ENVFROM & RCPT_COUNT_ONE & MID_RHS_NOT_FQDN & ONCE_RECEIVED & ET_1200_MID_NEQ_FROM & RCVD_COUNT_ONE & !HAS_LIST_UNSUB & !PRECEDENCE_BULK & ET_010_X_AUTH
composite	ET_354_FREE_NEQ_PROXY	4	1	FROM_NEQ_ENVFROM & RCPT_COUNT_ONE & ((FREEMAIL_FROM | FREEMAIL_ENVFROM) & ET_010_X_AUTH) & ET_1130_SMTP_PROXY
composite	ET_356_MIME_ERROR_BASE64	3	1	ET_010_X_AUTH & (MIME_BAD_EXTENSION | MIME_DOUBLE_BAD_EXTENSION | MIME_UNKNOWN | MISSING_MIME_VERSION | MIME_MA_MISSING_TEXT | MISSING_MIMEOLE) & (g+:excessqp | g+:excessb64) & (XM_UA_NO_VERSION | ET_1010_NO_X_MAILER | HFILTER_HOSTNAME_UNKNOWN)
composite	ET_357_FREEMAIL_TO	6	1	RCPT_COUNT_ONE & (FREEMAIL_TO | FREEMAIL_ENVRCPT) & ET_010_X_AUTH & !ET_1230_GMAIL_FORWARD & !BAYES_HAM
composite	ET_359_FREEMAIL_TO_NEQ	6	1	RCPT_COUNT_ONE & (FREEMAIL_TO | FREEMAIL_ENVRCPT) & (FROM_NEQ_ENVFROM | FREEMAIL_REPLYTO) & ET_010_X_AUTH & !ET_1230_GMAIL_FORWARD
composite	ET_361_FROM_BASE64_QP	4	1	RCPT_COUNT_ONE & !BAYES_HAM & (ET_1020_OUTLOOK_PROXY | ET_1130_SMTP_PROXY) & (TO_EXCESS_BASE64 | SUBJ_EXCESS_BASE64 | FROM_EXCESS_BASE64 | TO_EXCESS_QP | FROM_EXCESS_QP)
composite	ET_362_OK_XM_LINK	5	1	FROM_EQ_ENVFROM & RCPT_COUNT_ONE & ET_1110_HTTP_TODO_SOMETHING & MANY_INVISIBLE_PARTS & MIME_HTML_ONLY & (ET_1100_HTTP_TO_MAIL & HTTP_TO_HTTPS)
composite	ET_363_BLACKLIST_AND_FAKE_REPLY	9	1	FROM_EQ_ENVFROM & ((FREEMAIL_ENVFROM & !ET_1220_GMAIL_HEADER) & ET_010_X_AUTH) & (g+:replies | RCVD_VIA_SMTP_AUTH) & RCPT_COUNT_ONE & (ABUSE_SURBL | RBL_SPAMHAUS_XBL | RBL_SENDERSCORE | RBL_SORBS_RECENT | RCVD_IN_PSBL | RCVD_IN_BRBL_LASTEXT | RBL_SEM | RBL_SPAMHAUS_CSS | URIBL_BLACK | RCVD_IN_BL_SPAMCOP_NET)
composite	ET_365_BAD_SENDER	6	1	(!BAYES_HAM | ET_104_X_BAYES) & (RCVD_COUNT_ZERO | ((HFILTER_HELO_NORES_A_OR_MX | HFILTER_HOSTNAME_UNKNOWN) & ET_1160_SMTP_HAS_UNKNOWN)) & (ET_1180_FORGED_OUTLOOK_MID | RBL_SPAMHAUS_XBL | RBL_SENDERSCORE | RBL_SORBS_RECENT | RCVD_IN_PSBL | RCVD_IN_BRBL_LASTEXT | RBL_SEM | RBL_SPAMHAUS_CSS | URIBL_BLACK | ABUSE_SURBL | RCVD_IN_BL_SPAMCOP_NET | RBL_SORBS_DUL) & ET_010_X_AUTH
composite	ET_366_SPOOF_DISPLAY_NAME	9	1	SPOOF_DISPLAY_NAME & (((HFILTER_HOSTNAME_UNKNOWN | HFILTER_HELO_NORES_A_OR_MX | ET_010_X_AUTH) & RCVD_COUNT_ZERO) | MISSING_MID | INVALID_MID | MID_MISSING_BRACKETS | MID_BARE_IP) & RCPT_COUNT_ONE
composite	ET_367_BAD_URI	9	1	FROM_NEQ_ENVFROM & ((MANY_INVISIBLE_PARTS & RSPAMD_URIBL & MIME_UNKNOWN) | (MIME_HTML_ONLY & ABUSE_SURBL)) & RCPT_COUNT_ONE & (ET_1030_MSG_DATE_FORMAT | ET_1010_NO_X_MAILER)
composite	ET_368_MAILER-DAEMON_FREE	17	1	MANY_INVISIBLE_PARTS & RSPAMD_URIBL & FROM_NEQ_ENVFROM & MIME_UNKNOWN & RCPT_COUNT_ONE & ZERO_FONT & RCVD_COUNT_ZERO & FREEMAIL_FROM
composite	ET_369_BAD_URI_FROM_UNKNOWN	15	1	RSPAMD_URIBL & FROM_EQ_ENVFROM & RCPT_COUNT_ONE & (ET_1110_HTTP_TODO_SOMETHING | ET_1100_HTTP_TO_MAIL) & ET_1160_SMTP_HAS_UNKNOWN & ET_010_X_AUTH
composite	ET_370_FORGED_RECIPIENTS_REPLYTO_C3	5	1	FORGED_RECIPIENTS & RCPT_COUNT_ONE & (REPLYTO_EQ_TO_ADDR | REPLYTO_DOM_NEQ_FROM_DOM | FREEMAIL_REPLYTO | (ET_003_C3 & (RCVD_VIA_SMTP_AUTH | (MIME_BASE64_TEXT & MANY_INVISIBLE_PARTS & HTML_SHORT_LINK_IMG_1)) & !MX_GOOD))
composite	ET_372_FORGED_RECIPIENTS_FROM_FREE	6	1	!BAYES_HAM & FORGED_RECIPIENTS & RCPT_COUNT_ONE & FROM_EQ_ENVFROM & FREEMAIL_FROM & (RWL_MAILSPIKE_POSSIBLE | RBL_SORBS_DUL | RBL_SORBS_RECENT | URIBL_BLACK)
composite	ET_376_FORGED_RECIPIENTS_BASE64	6	1	FORGED_RECIPIENTS & RCPT_COUNT_ONE & FREEMAIL_ENVFROM & FROM_EQ_ENVFROM & ET_010_X_AUTH & ((MIME_BASE64_TEXT & MANY_INVISIBLE_PARTS) | (HAS_ATTACHMENT & (MIME_BAD_EXTENSION | MIME_DOUBLE_BAD_EXTENSION)))
composite	ET_380_FORGED_RECIPIENTS_MIME	5	1	FORGED_RECIPIENTS & RCPT_COUNT_ONE & ((MIME_BAD_ATTACHMENT & MIME_BASE64_TEXT) | MIME_UNKNOWN | MISSING_MIME_VERSION | MIME_BAD_EXTENSION | MIME_DOUBLE_BAD_EXTENSION | BROKEN_CONTENT_TYPE | MIME_MA_MISSING_TEXT)
composite	ET_395_FAKE_REPLY_ODD	5	1	g+:replies & FROM_EQ_ENVFROM & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT) & URI_COUNT_ODD & (FREEMAIL_ENVFROM | ET_010_X_AUTH)
composite	ET_396_FAKE_REPLY_MISSING_TO	1	1	!REPLY & (^FAKE_REPLY | ^FAKE_REPLY_C | (^ET_050_SUBJ_REPLY & !ET_0050_H_REPLY)) & ((FORGED_RECIPIENTS & !ET_101_EDM_MARK) |R_UNDISC_RCPT | MISSING_TO | EMPTY_TO)
composite	ET_397_FAKE_REPLY_MISSING_TO_AUTH	6	1	!REPLY & (^FAKE_REPLY | ^FAKE_REPLY_C | (^ET_050_SUBJ_REPLY & !ET_0050_H_REPLY)) & (FORGED_RECIPIENTS |R_UNDISC_RCPT | MISSING_TO | EMPTY_TO) & RCVD_VIA_SMTP_AUTH
composite	ET_398_1_NXM_VIA_MIME_X_AUTH	6	1	ET_398_NXM_VIA_MIME & ET_010_X_AUTH
composite	ET_398_NXM_VIA_MIME	0	1	(!(g:cus.info | g:cus.edm) & ((!BAYES_HAM & !BAYES_EDM ) | ET_104_X_BAYES)) & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG) & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & MIME_HTML_ONLY
composite	ET_399_C3_NXM_VIA_MIME	6	1	ET_398_NXM_VIA_MIME & (ET_003_C3 | (!ET_003_C3 & !ET_002_C2 & !ET_001_C1))
composite	ET_400_NXM_VIA_MIME_HFILTER	6	1	(!(g:cus.info | g:cus.edm)  & (!BAYES_HAM | ET_104_X_BAYES)) & HFILTER_HOSTNAME_UNKNOWN & (ET_1010_NO_X_MAILER | HAS_PHPMAILER_SIG) & RCVD_VIA_SMTP_AUTH & (MIME_BASE64_TEXT | MIME_HTML_ONLY)
composite	ET_415_REPLYTO_NEQ_BAD_MID	2	1	FROM_EQ_ENVFROM & RCPT_COUNT_ONE & ET_010_X_AUTH & !ET_1190_OUTLOOK_XM & (REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_ADDR_NEQ_FROM) & (FORGED_MUA_THEBAT_MSGID_UNKNOWN | MID_RHS_NOT_FQDN | MISSING_MID | MID_MISSING_BRACKETS | INVALID_MSGID | MID_CONTAINS_FROM | MID_CONTAINS_TO | MID_BARE_IP)
composite	ET_425_REPLYTO_NEQ_BAD_MESSAGE	2	1	FROM_EQ_ENVFROM & RCPT_COUNT_ONE & (REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_ADDR_NEQ_FROM) & (R_MISSING_CHARSET | CT_EXTRA_SEMI | R_NO_SPACE_IN_FROM | R_BAD_CTE_7BIT | R_WHITE_ON_WHITE | R_EMPTY_IMAGE | CTYPE_MISSING_DISPOSITION | CTYPE_MIXED_BOGUS | XM_CASE | REPLYTO_DN_EQ_FROM_DN | R_MIXED_CHARSET | R_MIXED_CHARSET_URL | FREEMAIL_REPLYTO) & !PRECEDENCE_BULK & !HAS_LIST_UNSUB
composite	ET_430_REPLYTO_NEQ_BAD_RECEIVER	2	1	FROM_EQ_ENVFROM & (REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_ADDR_NEQ_FROM) & (ET_100_X_TO | FORGED_RECIPIENTS | RCVD_VIA_SMTP_AUTH | (g+:mx & !BAYES_HAM))
composite	ET_440_REPLYTO_NEQ_LINK	3	1	FROM_EQ_ENVFROM & RCPT_COUNT_ONE & (REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_ADDR_NEQ_FROM) & ((HTTP_TO_HTTPS & !BAYES_HAM) | URI_COUNT_ODD | ET_1100_HTTP_TO_MAIL | INTRODUCTION)
composite	ET_445_REPLYTO_NEQ_BAD_METHOD	3	1	FROM_EQ_ENVFROM & RCPT_COUNT_ONE & (REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_ADDR_NEQ_FROM) & ((ET_1010_NO_X_MAILER & ET_1030_MSG_DATE_FORMAT & !FREEMAIL_ENVFROM) | (MIME_BASE64_TEXT & MIME_HTML_ONLY & R_NO_SPACE_IN_FROM) | (MISSING_DATE | DATE_IN_FUTURE | DATE_IN_PAST))
composite	ET_450_C3_REPLYTO_NEQ	2	1	(ET_003_C3 | (HFILTER_HOSTNAME_UNKNOWN & RDNS_NONE)) & (ET_430_REPLYTO_NEQ_BAD_RECEIVER | ET_440_REPLYTO_NEQ_LINK | ET_445_REPLYTO_NEQ_BAD_METHOD)
composite	ET_453_TAGGED_NEQ_MIME	12	1	TAGGED_FROM & RCPT_COUNT_ONE & FROM_NEQ_ENVFROM & HAS_PHPMAILER_SIG & (MIME_HTML_ONLY | ET_1100_HTTP_TO_MAIL) & MID_RHS_WWW & (R_MIXED_CHARSET | R_MISSING_CHARSET)
composite	ET_455_TAGGED_NEQ_LINK	3	1	(ET_010_X_AUTH | (ET_020_X_AUTH & !BAYES_HAM)) & TAGGED_FROM & !ET_304_TRUST_DOMAIN & RCPT_COUNT_ONE & FROM_NEQ_ENVFROM & (ET_1010_NO_X_MAILER | XM_UA_NO_VERSION) & ((ET_1030_MSG_DATE_FORMAT | HTML_SHORT_LINK_IMG_1 | HTML_SHORT_LINK_IMG_2 | HTML_SHORT_LINK_IMG_3 | HFILTER_URL_ONLY | ET_1100_HTTP_TO_MAIL) | (MIME_UNKNOWN | MIME_BAD_EXTENSION | MISSING_MIME_VERSION | BROKEN_CONTENT_TYPE | MIME_MA_MISSING_TEXT | MISSING_MIMEOLE | (MANY_INVISIBLE_PARTS & ZERO_FONT)))
composite	ET_460_TAGGED_NEQ_BASE64	9	1	(ET_010_X_AUTH | (ET_020_X_AUTH & !BAYES_HAM))  & TAGGED_FROM & !ET_304_TRUST_DOMAIN & RCPT_COUNT_ONE & FROM_NEQ_ENVFROM & (ET_1010_NO_X_MAILER | XM_UA_NO_VERSION) & (MIME_BASE64_TEXT | g+:mx) & (HTML_SHORT_LINK_IMG_1 | HTML_SHORT_LINK_IMG_2 | HTML_SHORT_LINK_IMG_3 | HFILTER_URL_ONLY | ET_1100_HTTP_TO_MAIL)
composite	ET_475_TAGGED_PHISHING	5	1	(ET_010_X_AUTH | ET_020_X_AUTH) & TAGGED_FROM & RCPT_COUNT_ONE & (PHISHING | g+:replies) & (FORGED_RECIPIENTS | FROM_NEQ_ENVFROM | REPLYTO_ADDR_EQ_FROM)
composite	ET_480_TAGGED_LINK	4	1	(ET_010_X_AUTH | (ET_020_X_AUTH & !BAYES_HAM)) & TAGGED_FROM & RCPT_COUNT_ONE & (((HTML_SHORT_LINK_IMG_1 | HTML_SHORT_LINK_IMG_2 | HTML_SHORT_LINK_IMG_3 | HFILTER_URL_ONLY | ET_1100_HTTP_TO_MAIL) & !BAYES_HAM) | (FREEMAIL_ENVFROM & !ET_304_TRUST_DOMAIN & !ET_1220_GMAIL_HEADER) & (ET_1110_HTTP_TODO_SOMETHING | RCVD_VIA_SMTP_AUTH))
composite	ET_485_TAGGED_SUBJECT	3	1	(ET_010_X_AUTH | ET_020_X_AUTH) & (TAGGED_FROM | URI_COUNT_ODD | ET_1130_SMTP_PROXY | RCVD_VIA_SMTP_AUTH) & RCPT_COUNT_ONE & (SUBJ_EXCESS_BASE64 | SUBJECT_ENDS_EXCLAIM | SUBJECT_ENDS_QUESTION | SUBJECT_HAS_CURRENCY | SUBJECT_ENDS_SPACES)
composite	ET_490_TAGGED_BAD	3	1	(ET_010_X_AUTH | ET_020_X_AUTH) & FROM_NEQ_ENVFROM & TAGGED_FROM & RCPT_COUNT_ONE & ET_1200_MID_NEQ_FROM & ((ET_1010_NO_X_MAILER & g+:mx) | ET_1160_SMTP_HAS_UNKNOWN) & (ET_1130_SMTP_PROXY | ET_1140_SMTP_RELAY)
composite	ET_495_TAGGED_NEQ_MIME	3	1	(ET_010_X_AUTH | ET_020_X_AUTH) & (TAGGED_FROM & !ET_1220_GMAIL_HEADER) & (MIME_UNKNOWN | MIME_BAD_EXTENSION | MISSING_MIME_VERSION | BROKEN_CONTENT_TYPE | MIME_MA_MISSING_TEXT | MISSING_MIMEOLE |(MANY_INVISIBLE_PARTS & ZERO_FONT))
composite	ET_496_TAGEED_NEQ_REPLYTO	9	1	(ET_010_X_AUTH | ET_020_X_AUTH) & FROM_NEQ_ENVFROM & TAGGED_FROM & RCPT_COUNT_ONE & ET_1200_MID_NEQ_FROM & FREEMAIL_TO & (REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_ADDR_NEQ_FROM)
composite	ET_497_C3_MX_PROXY	0	1	ET_003_C3 & (MX_INVALID | MX_MISSING) & (RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY | RCVD_COUNT_ZERO)
composite	ET_498_C3_MX_PROXY_BULK	2	1	!(g:cus.info | g:cus.edm | ET_9001_EDM | ET_9002_EDM) & ET_497_C3_MX_PROXY & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_PHPMAILER_SIG)
composite	ET_499_C3_MX_PROXY_URL	3	1	!(g:cus.info | g:cus.edm | ET_9001_EDM | ET_9002_EDM) & ET_497_C3_MX_PROXY & (ET_1100_HTTP_TO_MAIL | ET_1110_HTTP_TODO_SOMETHING | HAS_ATTACHMENT |MIME_HTML_ONLY)
composite	ET_500_TAGEED_EDM_TO_EQ_FROM	4	1	TAGGED_FROM & RCPT_COUNT_ONE & (TO_EQ_FROM | (TO_DOM_EQ_FROM_DOM & !FREEMAIL_ENVFROM))
composite	ET_501_MISSING_TO_NO_MAILER	0	1	(MISSING_TO | R_UNDISC_RCPT) & ET_1010_NO_X_MAILER
composite	ET_503_POLICIES_FREEMAIL	3	1	(BAD_REP_POLICIES & TAGGED_FROM) & (ET_1010_NO_X_MAILER | FREEMAIL_ENVFROM | FREEMAIL_FROM) & !ET_1220_GMAIL_HEADER & !BAYES_HAM
composite	ET_504_3D_OK_MX_ZERO_PHP	3	1	ET_003_C3 & ((!(g:cus.info | g:cus.edm)& MX_INVALID) | HFILTER_HOSTNAME_UNKNOWN | (FROM_NEQ_ENVFROM & MX_INVALID )) & ET_506_3D_OK & RCVD_COUNT_ZERO & BAYES_SPAM & HAS_PHPMAILER_SIG
composite	ET_504_REPLYTO_FREEMAIL	1	1	(ET_219_NEQ_REPLYTO_MIME_FREE | ET_213_NEQ_REPLYTO | ET_405_REPLYTO_NEQ_BAD_SEND) & FREEMAIL_REPLYTO
composite	ET_505_1_C3_MIME_BASE64_BOGUS	4	1	(ET_003_C3 | ((RCVD_VIA_SMTP_AUTH | ET_1130_SMTP_PROXY) & ET_010_X_AUTH)) & (MX_INVALID | (ET_1010_NO_X_MAILER & !(g:cus.info | g:cus.edm))) & ET_505_MIME_BASE64_BOGUS
composite	ET_505_BAD_CONTENT	6	1	(BITCOIN_ADDR | RCVD_DOUBLE_IP_SPAM ) & (AUTH_NA | g+:rbl | g+:surbl | g+:hfilter) & (MX_INVALID | ET_1190_OUTLOOK_XM | ET_201_SCAM_BITCOIN | HAS_X_PRIO_THREE | RCVD_COUNT_ZERO | MID_RHS_NOT_FQDN | SUBJECT_ENDS_EXCLAIM | g+:subject)
composite	ET_505_MIME_BASE64_BOGUS	3	1	MIME_BASE64_TEXT & MIME_BASE64_TEXT_BOGUS & (((HTML_SHORT_LINK_IMG_1 | HAS_ATTACHMENT) & ET_1130_SMTP_PROXY) | (ET_010_X_AUTH & (ET_104_X_BAYES | (AUTH_NA & R_NO_SPACE_IN_FROM))) | g+:surbl | INTRODUCTION | (g+:excessqp | g+:excessb64))
composite	ET_506_10_3D_OK_NEQ_REPLYTO	3	1	!(g:cus.info | g:cus.edm) & ET_506_3D_OK & ET_003_C3 & MIME_HTML_ONLY & (ET_1010_NO_X_MAILER | ET_1030_MSG_DATE_FORMAT | HAS_INTERSPIRE_SIG) & (REPLYTO_ADDR_NEQ_FROM | REPLYTO_DOM_NEQ_FROM_DOM | REPLYTO_UNPARSEABLE)
composite	ET_506_11_3D_OK_X_RECEIVER	4	1	!(ET_001_C1 | ET_002_C2 | ET_003_C3) & MX_INVALID & ET_506_3D_OK & MIME_HTML_ONLY & !ET_305_FREE_AND_TRUST_DOMAIN
